,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,regularMarketPrice,logo_url,address2,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
350,74103,Energy,2886.0,"ONEOK, Inc., together with its subsidiaries, engages in gathering, processing, storage, and transportation of natural gas in the United States. It operates through Natural Gas Gathering and Processing, Natural Gas Liquids, and Natural Gas Pipelines segments. The company owns natural gas gathering pipelines and processing plants in the Mid-Continent and Rocky Mountain regions. It also gathers, treats, fractionates, and transports natural gas liquids (NGL), as well as stores, markets, and distributes NGL products. The company owns NGL gathering and distribution pipelines in Oklahoma, Kansas, Texas, New Mexico, Montana, North Dakota, Wyoming, and Colorado; terminal and storage facilities in Kansas, Missouri, Nebraska, Iowa, and Illinois; and NGL distribution and refined petroleum products pipelines in Kansas, Missouri, Nebraska, Iowa, Illinois, and Indiana, as well as owns and operates truck- and rail-loading, and -unloading facilities connected to NGL fractionation, storage, and pipeline assets. In addition, it operates regulated interstate and intrastate natural gas transmission pipelines and natural gas storage facilities. Further, the company owns and operates a parking garage in downtown Tulsa, Oklahoma; and leases excess office space. It operates 18,900 miles of natural gas gathering pipelines; 1,500 miles of FERC-regulated interstate natural gas pipelines; 5,100 miles of state-regulated intrastate transmission pipeline; and 6 NGL storage facilities. It serves integrated and independent exploration and production companies; NGL and natural gas gathering and processing companies; crude oil and natural gas production companies; propane distributors; municipalities; ethanol producers; and petrochemical, refining, and NGL marketing companies, as well as natural gas distribution companies, electric generation facilities, industrial companies, producers, processors, and marketing companies. The company was founded in 1906 and is headquartered in Tulsa, Oklahoma.",Tulsa,918-588-7000,OK,United States,[],http://www.oneok.com,1.0,100 West Fifth Street,Oil & Gas Midstream,53.27,53.42,38.572517,0.07020837,1.4275,,54.57,,2283950.0,,53.27,48.424847,3.74,53.42,,2283950.0,,,,3.74,1619136000.0,1.970215,,,52.38,2.0,USD,21.00889,2286278.0,,,,24214935552.0,,,3028611.0,2.5223238,52.38,54.82,,800.0,2286278.0,54.57,16.127596,,6.36,23.28,53.64,False,0.071100004,1100.0,54.57,NYQ,"ONEOK, Inc.","ONEOK, Inc.",America/New_York,EDT,True,-14400000,EQUITY,OKE,finmb_293889,us_market,,3.889,,0.11883,13.849,,,3.37,,445536992.0,,,13.685,6122455.0,0.0137,,1609372800.0,0.67285,1139741952.0,2.587,,,3.9715014,0.00596,1672444800.0,1617148800.0,2.14,1615766400.0,442404450.0,37336920064.0,,1391385600.0,11422:10000,,,,,1618444800.0,2.07,,0.0156,8053034.0,,,,54.35,https://logo.clearbit.com/oneok.com,,,,,,112ea00e-e1f7-375a-b633-bcb48a6b1ec1
351,78741,Technology,135000.0,"Oracle Corporation provides products and services that address enterprise information technology environments worldwide. Its Oracle cloud software as a service offering include various cloud software applications, including Oracle enterprise resource planning (ERP) cloud, Oracle enterprise and performance management cloud, Oracle supply chain management cloud, Oracle human capital management cloud, Oracle customer experience cloud, and NetSuite application suite. The company also offers cloud-based industry solutions for various industries; Oracle application licenses; and Oracle license support services. In addition, it provides cloud and license business' infrastructure technologies, such as the Oracle Database, an enterprise database; Java, a software development language; and middleware, including development tools and others. The company's cloud and license business' infrastructure technologies also comprise cloud-based compute, storage, and networking capabilities through its Oracle cloud infrastructure as a service offerings. Further, it offers infrastructure offerings comprising Oracle autonomous data warehouse cloud service, Oracle autonomous transaction processing cloud service, Internet-of-Things, digital assistant, and Blockchain. Additionally, the company provides hardware products and other hardware-related software offerings, including Oracle engineered systems, enterprise servers, storage solutions, industry-specific hardware, virtualization software, operating systems, management software, and related hardware services. The company markets and sells its cloud, license, hardware, support, and services offerings directly to businesses in various industries, government agencies, and educational institutions, as well as through indirect channels. Oracle Corporation was founded in 1977 and is headquartered in Austin, Texas.",Austin,737-867-1000,TX,United States,[],http://www.oracle.com,1.0,2300 Oracle Way,Software—Infrastructure,77.69,77.57,61.99348,0.012356802,0.23020001,,78.19,,12595950.0,,77.69,67.10485,0.96,77.57,,12595950.0,,,,1.28,1617753600.0,0.773303,,,76.76,2.0,USD,18.877722,9016679.0,,,,224005799936.0,,,12518045.0,5.6437426,76.76,76.92,,900.0,9016679.0,78.19,16.435415,,1.56,50.71,78.56,False,0.0166,1000.0,78.19,NYQ,Oracle Corporation,Oracle Corporation,America/New_York,EDT,True,-14400000,EQUITY,ORCL,finmb_22247,us_market,,6.566,,0.32325,14.766,,,4.8,,2883539968.0,,,3.074,30772355.0,0.0107,,1590883200.0,0.48551,12830000128.0,4.179,,,25.663631,0.39729,1653955200.0,1614470400.0,2.21,1615766400.0,1737560520.0,260606001152.0,,971395200.0,2:1,,,,0.953,1618444800.0,1.37,,0.0177,30362623.0,,,,78.89,https://logo.clearbit.com/oracle.com,,,,,,238bd614-c63c-3123-8e2f-66b49fcfafed
352,06032,Industrials,69000.0,"Otis Worldwide Corporation manufactures, installs, and services elevators and escalators in the United States, China, and internationally. The company operates through two segments, New Equipment and Service. The New Equipment segment designs, manufactures, sells, and installs a range of passenger and freight elevators, as well as escalators and moving walkways for residential and commercial buildings, and infrastructure projects. The Service segment performs maintenance and repair services, as well as modernization services to upgrade elevators and escalators. The company was founded in 1853 and is headquartered in Farmington, Connecticut.",Farmington,800 233 6847,CT,United States,[],http://www.otis.com,1.0,One Carrier Place,Specialty Industrial Machinery,77.62,77.76,64.898224,,0.33200002,,77.955,,2501350.0,,77.62,66.05849,,77.76,,2501350.0,,,,0.96,1621468800.0,,,,76.12,2.0,USD,,3255341.0,,,,33850800128.0,,,2671588.0,2.5648432,76.12,76.31,,1000.0,3255341.0,77.955,,,,41.26,76.5,False,0.012200001,1100.0,77.955,NYQ,Otis Worldwide Corporation,Otis Worldwide Corporation,America/New_York,EDT,False,-14400000,EQUITY,OTIS,finmb_159264,us_market,,2.943,,0.07948,17.983,,,,,429143008.0,,,,7245442.0,0.016900001,,1609372800.0,0.89199996,1049000000.0,,,,,0.00037,1672444800.0,1617148800.0,3.13,1615766400.0,428877355.0,38843170816.0,,,,,,,0.867,1618444800.0,2.42,,0.016900001,7193870.0,,,,78.88,https://logo.clearbit.com/otis.com,,,,,,ad747f27-e82b-3271-80e6-14800de9a04b
353,98004,Industrials,26000.0,"PACCAR Inc designs, manufactures, and distributes light, medium, and heavy-duty commercial trucks in the United States, Europe, and internationally. It operates through three segments: Truck, Parts, and Financial Services. The Truck segment designs, manufactures, and distributes trucks for the over-the-road and off-highway hauling of commercial and consumer goods. It sells its trucks through a network of independent dealers under the Kenworth, Peterbilt, and DAF nameplates. The Parts segment distributes aftermarket parts for trucks and related commercial vehicles. The Financial Services segment conducts full-service leasing operations under the PacLease trade name. It also provides equipment financing and administrative support services for its franchisees; retail loan and leasing services for small, medium, and large commercial trucking companies, as well as independent owners/operators and other businesses; and truck inventory financing services to independent dealers. In addition, this segment offers loans and leases directly to customers for the acquisition of trucks and related equipment. The company also manufactures and markets industrial winches under the Braden, Carco, and Gearmatic nameplates. PACCAR Inc was founded in 1905 and is headquartered in Bellevue, Washington.",Bellevue,425 468 7400,WA,United States,[],http://www.paccar.com,1.0,777 - 106th Avenue N.E.,Farm & Heavy Construction Machinery,94.76,94.13,90.387184,0.013507809,0.316,,94.88,,1714475.0,,94.76,94.33939,1.28,94.13,,1714475.0,,,,1.36,1620691200.0,1.059018,,,91.68,2.0,USD,23.309532,1159051.0,,,,32861788160.0,,,1986961.0,1.6928333,91.68,91.78,,800.0,1159051.0,103.19,13.46515,,1.59,64.25,91.73,False,0.0150999995,4000.0,94.88,NMS,PACCAR Inc.,PACCAR Inc,America/New_York,EDT,True,-14400000,EQUITY,PCAR,finmb_294721,us_market,,1.92,,0.07259,17.263,,,7.03,,347156000.0,,,30.887,5391667.0,0.0155,,1609372800.0,0.67029,1409100032.0,4.061,,,3.06472,0.017439999,1672444800.0,1617148800.0,3.31,1615766400.0,340598613.0,37263204352.0,,1191974400.0,3:2,,,,0.308,1618444800.0,0.62,,0.0159,5147251.0,,,,94.66,https://logo.clearbit.com/paccar.com,,425 468 8216,,,,a651af06-ddff-33da-a205-e92caec18049
354,60045,Consumer Cyclical,15200.0,"Packaging Corporation of America manufactures and sells containerboard and corrugated packaging products in the United States. The company operates through Packaging and Paper segments. The Packaging segment offers various containerboard and corrugated packaging products, such as conventional shipping containers used to protect and transport manufactured goods; multi-color boxes and displays that help to merchandise the packaged product in retail locations; and honeycomb protective packaging products, as well as packaging for meat, fresh fruit and vegetables, processed food, beverages, and other industrial and consumer products. This segment sells its corrugated products through a direct sales and marketing organization, independent brokers, and distribution partners. The Paper segment manufactures and sells commodity and specialty papers, as well as communication-based papers, including cut-size office papers, and printing and converting papers. This segment sells white papers through its sales and marketing organization. Packaging Corporation of America was founded in 1867 and is headquartered in Lake Forest, Illinois.",Lake Forest,847-482-3000,IL,United States,[],http://www.packagingcorp.com,1.0,1 North Field Court,Packaging & Containers,154.85,155.16,129.5151,0.016661284,0.70199996,,155.4,,424500.0,,154.85,134.62303,2.58,155.16,,424500.0,,,,4.0,1615507200.0,0.895752,,,151.34,2.0,USD,30.23917,261729.0,,,,14653056000.0,,,676730.0,2.1686704,151.34,151.69,,1000.0,261729.0,155.4,18.903187,,2.76,83.14,151.6,False,0.026300002,800.0,155.4,NYQ,Packaging Corporation of Americ,Packaging Corporation of America,America/New_York,EDT,True,-14400000,EQUITY,PKG,finmb_98885,us_market,,2.362,,0.0719,12.488,,,8.16,,94995504.0,,,34.487,1255450.0,0.013200001,,1609372800.0,0.91296,482100000.0,5.101,,,4.4727,0.01495,1672444800.0,1617148800.0,2.05,1615766400.0,92648800.0,15958586368.0,,,,,,,0.175,1618444800.0,1.47,,0.0175,1583367.0,,,,154.25,https://logo.clearbit.com/packagingcorp.com,,847-482-4545,,,,ff339d2d-42e7-33ae-bf90-e7b697e98cb8
355,44124-4141,Industrials,50520.0,"Parker-Hannifin Corporation manufactures and sells motion and control technologies and systems for various mobile, industrial, and aerospace markets worldwide. The company operates through two segments, Diversified Industrial and Aerospace Systems. The Diversified Industrial segment offers sealing, shielding, thermal products and systems, adhesives, coatings, and noise vibration and harshness solutions; filters, systems, and diagnostics solutions to monitor and remove contaminants from fuel, air, oil, water, and other liquids and gases; connectors, which control, transmit, and contain fluid; control solutions for extreme corrosion resistance, temperatures, pressures, and precise flow; and hydraulic, pneumatic, and electromechanical components and systems for builders and users of mobile and industrial machinery and equipment. This segment sells its products to original equipment manufacturers (OEMs) and distributors who serve the replacement markets in manufacturing, packaging, processing, transportation, construction, refrigeration and air conditioning, agricultural, and military machinery and equipment industries. The Aerospace Systems segment offers products for use in commercial and military airframe and engine programs, such as control actuation systems and components, engine build-up ducting, engine exhaust nozzles and assemblies, engine systems and components, fluid conveyance systems and components, fuel systems and components, fuel tank inerting systems, hydraulic systems and components, lubrication components, pilot controls, pneumatic control components, thermal management products, and wheels and brakes, as well as fluid metering, delivery, and atomization devices. This segment markets its products directly to OEMs and end users. It markets its products through direct-sales employees, independent distributors, and sales representatives. The company was founded in 1917 and is headquartered in Cleveland, Ohio.",Cleveland,216 896 3000,OH,United States,[],http://www.parker.com,1.0,6035 Parkland Boulevard,Specialty Industrial Machinery,312.69,312.28,263.58932,0.011257156,0.2988,,313.905,,723750.0,,312.69,300.9603,3.52,312.28,,723750.0,,,,4.12,1620259200.0,1.813568,,,304.01,2.0,USD,27.309292,807991.0,,,,41543430144.0,,,993078.0,3.0660772,304.01,305.02,,800.0,807991.0,321.74,18.85413,,1.72,123.32,304.9,False,0.013099999,900.0,313.905,NYQ,Parker-Hannifin Corporation,Parker-Hannifin Corporation,America/New_York,EDT,True,-14400000,EQUITY,PH,finmb_295170,us_market,,3.45,,0.11337,15.9,,,17.07,,129081000.0,,,57.266,1284521.0,0.01,,1593475200.0,0.82354,1536077952.0,11.785,,,5.6200886,0.00424,1656547200.0,1617148800.0,1.7,1615766400.0,128320086.0,46746038272.0,,1191283200.0,3:2,,,,0.284,1618444800.0,1.37,,0.01,1640408.0,,,,321.84,https://logo.clearbit.com/parker.com,,,,,,a25496eb-f095-3419-8da4-088449c83ac6
356,14625-2396,Industrials,15600.0,"Paychex, Inc. provides integrated human capital management solutions for human resources (HR), payroll, benefits, and insurance services for small- to medium-sized businesses in the United States and Europe. The company offers payroll processing services; payroll tax administration services; employee payment services; and regulatory compliance services, such as new-hire reporting and garnishment processing. It also provides HR solutions, including payroll, employer compliance, HR and employee benefits administration, risk management outsourcing, and the on-site availability of a professionally trained HR representative; and retirement services administration, including plan implementation, ongoing compliance with government regulations, employee and employer reporting, participant and employer online access, electronic funds transfer, and other administrative services. In addition, the company offers cloud-based HR administration software products for employee benefits management and administration, time and attendance, recruiting, and onboarding solutions; plan administration outsourcing and state unemployment insurance services; various business services to small to medium-sized businesses comprising payroll funding and outsourcing services, which include payroll processing, invoicing, and tax preparation; and payment processing services, financial fitness programs, and a small-business loan resource center. Further, it provides insurance services for property and casualty coverage, such as workers' compensation, business-owner policies, cyber security protection, and commercial auto, as well as health and benefits coverage, including health, dental, vision, and life. The company markets and sells its services primarily through its direct sales force. Paychex, Inc. was founded in 1979 and is headquartered in Rochester, New York.",Rochester,585-385-6666,NY,United States,[],http://www.paychex.com,1.0,911 Panorama Trail South,Staffing & Employment Services,99.03,97.87,89.63548,0.025042918,0.8493,,98.5,,1874375.0,,99.03,94.49364,2.48,97.87,,1874375.0,,,,2.64,1620691200.0,0.911748,,,96.12,2.0,USD,34.284245,1027019.0,,,,36075638784.0,,,1927200.0,9.149983,96.12,96.4,,800.0,1027019.0,101.01,31.186916,,3.01,60.0,96.36,False,0.026199998,900.0,98.5,NMS,"Paychex, Inc.","Paychex, Inc.",America/New_York,EDT,True,-14400000,EQUITY,PAYX,finmb_295368,us_market,,9.187,,0.26763,22.6,,,3.21,,360360000.0,,,8.261,6341920.0,0.0176,,1590883200.0,0.72314,1055200000.0,2.92,,,12.118388,0.10746,1653955200.0,1614470400.0,2.87,1615766400.0,321740280.0,36223287296.0,,959040000.0,3:2,,,,-0.011,1618444800.0,6.71,,0.0197,6776842.0,,,,100.11,https://logo.clearbit.com/paychex.com,,,,,,df67ae23-54f3-3af9-a30f-14e6fe5e33be
357,73142,Technology,4218.0,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States. It offers functionality and data analytics that businesses need to manage the employment life cycle from recruitment to retirement. The company's HCM solution provides a suite of applications in the areas of talent acquisition, including applicant tracking, candidate tracker, background checks, on-boarding, e-verify, and tax credit services; and time and labor management, such as time and attendance, scheduling/schedule exchange, time-off requests, labor allocation, labor management reports/push reporting, and geofencing/geotracking. Its HCM solution also offers payroll applications comprising payroll and tax management, Paycom pay, expense management, mileage tracker/fixed and variable rates, garnishment management, and GL concierge applications; and talent management applications that include employee self-service, compensation budgeting, performance management, and Paycom learning, course content, and subscriptions, as well as my analytics, which offer employment predictor reporting. In addition, the company's HCM solution provides HR management applications comprising manager on-the-go that gives supervisors and managers the ability to perform a variety of tasks, such as approving time-off requests and expense reimbursements; direct data exchange; ask here, a tool for direct line of communication to ask work-related questions; document and checklist; government and compliance; benefits administration/benefits to carrier; COBRA administration; personnel action forms; surveys; and affordable care act applications. Paycom Software, Inc. was founded in 1998 and is headquartered in Oklahoma City, Oklahoma.",Oklahoma City,405-722-6900,OK,United States,[],http://www.paycom.com,1.0,7501 West Memorial Road,Software—Application,321.29,315.75,388.8194,,0.0,,319.71,,381075.0,,321.29,377.0788,,315.75,,381075.0,,,,,,1.400992,,,304.13,2.0,USD,132.64633,435332.0,,,,19639097344.0,,,420653.0,23.340033,304.13,334.0,,1100.0,435332.0,471.08,59.763737,,,185.245,301.56,False,,1100.0,319.71,NYQ,"Paycom Software, Inc.","Paycom Software, Inc.",America/New_York,EDT,False,-14400000,EQUITY,PAYC,finmb_254225545,us_market,,24.202,,0.17049,95.879,,,5.46,,60185400.0,,,11.355,1369071.0,0.0227,,1609372800.0,0.75,143452992.0,2.46,,,28.737122,0.15984,1672444800.0,1609372800.0,3.9,1615766400.0,48100295.0,20364357632.0,,,,,,,-0.463,1618444800.0,3.67,,0.0271,1082388.0,,,,326.31,https://logo.clearbit.com/paycom.com,,,,,,7074ae7c-b915-3b16-8f24-8e1864e2d20c
358,95131,Financial Services,26500.0,"PayPal Holdings, Inc. operates as a technology platform and digital payments company that enables digital and mobile payments on behalf of consumers and merchants worldwide. Its payment solutions include PayPal, PayPal Credit, Braintree, Venmo, Xoom, Hyperwallet, and iZettle products. The company's payments platform allows consumers to send and receive payments, withdraw funds to their bank accounts, and hold balances in their PayPal accounts in various currencies. It also offers gateway services that enable merchants to accept payments online with credit or debit cards, as well as digital wallets. PayPal Holdings, Inc. was founded in 1998 and is headquartered in San Jose, California.",San Jose,408-967-1000,CA,United States,[],http://www.paypal.com,1.0,2211 North First Street,Credit Services,248.6,240.5889,226.61714,,0.0,,246.5,,7094100.0,,248.6,253.91711,,240.5889,,7094100.0,,,,,,1.15444,,,238.82,2.0,USD,69.57345,5679815.0,,,,289208467456.0,,,9777731.0,13.480398,238.82,247.15,,800.0,5679815.0,309.14,42.833042,,,99.9,246.15,False,,900.0,246.5,NMS,"PayPal Holdings, Inc.","PayPal Holdings, Inc.",America/New_York,EDT,True,-14400000,EQUITY,PYPL,finmb_112732,us_market,,13.502,,0.19586,67.443,,,5.75,,1174259968.0,,,17.081,14436412.0,0.0123000005,,1609372800.0,0.84832,4201999872.0,3.54,,,14.418945,0.00119,1672444800.0,1609372800.0,1.98,1615766400.0,1169489267.0,289667317760.0,,,,,,,2.091,1618444800.0,2.61,,0.0123000005,15468983.0,,,,246.29,https://logo.clearbit.com/paypal.com,,,,,,68da608d-aec4-350b-8dec-8a2691f5a0ef
359,19610,Consumer Cyclical,18321.0,"Penn National Gaming, Inc., together with its subsidiaries, owns and manages gaming and racing properties, and operates video gaming terminals. It operates through four segments: Northeast, South, West, and Midwest. The company operates live sports betting properties in Colorado, Illinois, Indiana, Iowa, Michigan, Mississippi, Nevada, Pennsylvania, and West Virginia; Barstool Sports, an online sports betting app in Pennsylvania; and online social casino, bingo, and online casinos under the iGaming name in Pennsylvania and Michigan. It also owns and operates horse racetracks in West Virginia, Pennsylvania, New Mexico, and Ohio; and harness racetracks in Maine, Ohio, Pennsylvania, and Massachusetts. As of December 31, 2020, the company owned, managed, or had ownership interests in 41 gaming and racing properties in 19 states. It owns various trademarks and service marks, including, Ameristar, Argosy, Boomtown, Greektown, Hollywood Casino, Hollywood Gaming, Hollywood Poker, L'Auberge, M Resort, and MYCHOICE. The company was formerly known as PNRC Corp. and changed its name to Penn National Gaming, Inc. in 1994. Penn National Gaming, Inc. was founded in 1972 and is based in Wyomissing, Pennsylvania.",Wyomissing,610-373-2400,PA,United States,[],http://www.pngaming.com,1.0,825 Berkshire Boulevard,Resorts & Casinos,83.09,80.9892,89.36237,,0.0,,82.02,,4361625.0,,83.09,115.77061,,80.9892,,4361625.0,,,,,,2.6845,,,75.69,2.0,USD,,4068149.0,,,,12650938368.0,,,5216760.0,3.5350654,75.69,81.5,,1400.0,4068149.0,142.0,31.317831,,,10.78,81.0,False,,800.0,82.02,NMS,"Penn National Gaming, Inc.","Penn National Gaming, Inc.",America/New_York,EDT,False,-14400000,EQUITY,PENN,finmb_335919,us_market,,6.514,,-0.18708,39.371,,,2.58,,156571008.0,,,16.966,9842180.0,0.0629,,1609372800.0,0.89566004,-669500032.0,-5.0,,,4.7624664,0.01689,1672444800.0,1609372800.0,1.53,1615766400.0,153328836.0,23311611904.0,,1383523200.0,4423:1000,,,,,1618444800.0,0.38,,0.0851,10083895.0,,,,80.8,https://logo.clearbit.com/pngaming.com,Suite 200,610-373-4966,,,,a6f50fa0-48b8-3fab-beb2-618625a25de8
360,TW13 QS,Industrials,9750.0,"Pentair plc provides various smart water solutions worldwide. It operates through two segments, Consumer Solutions; and Industrial & Flow Technologies. The Consumer Solutions segment designs, manufactures, and sells residential and commercial pool equipment and accessories, including pumps, filters, heaters, lights, automatic controls, automatic cleaners, maintenance equipment, and pool accessories for residential and commercial pool maintenance, repair, renovation, service, and construction applications; and water treatment products and systems comprising pressure tanks, control valves, activated carbon products, conventional filtration products, and point-of-entry and point-of-use systems for the use in residential whole home water filtration, drinking water filtration, and water softening solutions, as well as in commercial total water management and filtration in foodservice operations. This segment offers its products under the Everpure, Kreepy Krauly, Pelican, Pentair Water Solutions, RainSoft, and Sta-Rite brands. The Industrial & Flow Technologies segment manufactures and sells fluid treatment products, such as advanced membrane filtration products, separation systems, and membrane bioreactors; water supply and disposal, solid handling, fluid transfer, and turbine pumps; and valves, spray nozzles, process filtration systems, and gas recovery solutions for food and beverage, fluid separation technologies, water and wastewater treatment, water wells, pressure boosting, fire suppression, flood control, agricultural irrigation, crop spray, fluid circulation and transfer, fluid delivery, ion exchange, desalination, residential and municipal wells, and wastewater solids handling applications. This segment offers its products under the Pentair, Aurora, Berkeley, Codeline, Fairbanks-Nijhuis, Haffmans, Hydromatic, Hypro, Jung Pumpen, Myers, Sta-Rite, Shurflo, SÃ¼dmo, and X-Flow brands. Pentair plc was founded in 1966 and is headquartered in London, the United Kingdom.",London,44 74 9421 6154,,United Kingdom,[],http://www.pentair.com,1.0,Regal House,Specialty Industrial Machinery,67.98,67.92,53.72259,0.01132686,0.3105,,68.14,,818325.0,,67.98,58.955757,0.77,67.92,,818325.0,,,,0.8,1619049600.0,1.148924,,,65.565,2.0,USD,27.778673,586152.0,,,,11431373824.0,,,1085010.0,3.6019075,65.565,65.82,,800.0,586152.0,68.14,21.228395,,2.05,29.14,68.8,False,0.012,1000.0,68.14,NYQ,Pentair plc.,Pentair plc,America/New_York,EDT,True,-14400000,EQUITY,PNR,finmb_295688,us_market,,3.767,,0.1306,19.741,,,3.24,,166202000.0,,,13.2,3009558.0,0.018099999,,1609372800.0,0.94026,415500000.0,2.476,,,5.210606,0.00368,1672444800.0,1617148800.0,3.31,1615766400.0,165616662.0,11956892672.0,,1525132800.0,1489:1000,,,,0.769,1618444800.0,1.71,,0.020299999,3376205.0,,,,68.78,https://logo.clearbit.com/pentair.com,70 London Road Twickenham,,,,,b52a49a2-d605-3361-b923-b520b943df04
361,06604,Financial Services,5640.0,"People's United Financial, Inc. operates as the bank holding company for People's United Bank, National Association that provides commercial banking, retail banking, and wealth management services to individual, corporate, and municipal customers. The Commercial Banking segment offers commercial deposit products, commercial real estate lending, middle market and business banking, equipment financing, mortgage warehouse and asset-based lending, treasury management services, and capital market capabilities. The Retail Banking segment offers consumer lending, including residential mortgage and home equity lending; and consumer deposit gathering services. This segment also provides brokerage, financial and investment advisory, investment management, life insurance, financial management and planning, and non-institutional trust services. In addition, the company offers cash management, municipal banking, online banking, investment trading, and telephone banking services. It operates through a network of 417 branches in Connecticut, southeastern New York, Massachusetts, Vermont, Maine, and New Hampshire, as well as 631 ATMs. The company was founded in 1842 and is headquartered in Bridgeport, Connecticut.",Bridgeport,203-338-7171,CT,United States,[],http://www.peoples.com,1.0,850 Main Street,Banks—Regional,18.76,18.89,13.77963,0.03837953,1.3846,,19.11,,5110550.0,,18.76,17.757273,0.72,18.89,,5110550.0,,,,0.73,1619740800.0,1.231108,,,18.23,2.0,USD,37.427467,2916086.0,,,,8266706944.0,,,5970010.0,4.322235,18.23,18.27,,1000.0,2916086.0,19.4,14.770993,,4.46,9.74,18.26,False,0.0395,4000.0,19.11,NMS,People's,"People's United Financial, Inc.",America/New_York,EDT,True,-14400000,EQUITY,PBCT,finmb_295774,us_market,,5.093,,0.12219,,,,1.31,,427220000.0,,,17.424,9050393.0,0.0212,,1609372800.0,0.7451,219600000.0,0.517,,,1.1105372,0.00643,1672444800.0,1617148800.0,2.04,1615766400.0,417871170.0,9741105152.0,,1176681600.0,21:10,,,,0.108,1618444800.0,1.01,,0.0292,8638450.0,,,,19.35,https://logo.clearbit.com/peoples.com,,,,,,34d4a8a2-177a-3ab6-a086-1fe33853aa85
